Income: Salary
Income: Wages
Income: Bonuses
Income: Interest
Income: Dividends
Income: Other Income
Housing: Rent
Housing: Mortgage
Housing: Home Maintenance
Housing: Repairs
Housing: Property Tax
Housing: HOA Fees
Housing: Furniture
Housing: Appliances
Utilities: Electricity
Utilities: Gas
Utilities: Heating
Utilities: Water
Utilities: Sewer
Utilities: Trash
Utilities: Recycling
Utilities: Internet
Utilities: Cable
Utilities: TV
Utilities: Mobile Phone
Transportation: Car Payment
Transportation: Lease
Transportation: Fuel
Transportation: Car Insurance
Transportation: Car Maintenance
Transportation: Repairs
Transportation: Public Transit
Transportation: Train
Transportation: Bus
Transportation: Ride-Sharing
Transportation: Taxi
Food & Dining: Groceries
Food & Dining: Restaurants
Food & Dining: Dining Out
Food & Dining: Coffee Shops
Food & Dining: Snacks
Food & Dining: Fast Food
Personal Care: Gym
Personal Care: Fitness
Personal Care: Salon
Personal Care: Hair
Personal Care: Spa
Personal Care: Cosmetics
Personal Care: Toiletries
